0.0081506	120110	3000
0.0140493	210130	4200
0.0223344	336150	5600
0.034194	504170	7200
0.0484431	720190	9000
0.068838	990210	11000
0.274921	3960420	44000
0.532945	7920420	44000
2.36676	34560640	96000
