0.0191359	120110	3000
0.0336137	210130	4200
0.0513457	336150	5600
0.0564161	504170	7200
0.0899172	720190	9000
0.0964811	990210	11000
0.334168	3960420	44000
0.767623	7920420	44000
3.06891	34560640	96000
